Date,AMC,AR,COTY,DVN,EQT,EXAS,FTI,JLL,LYV,NOV,OKE,OXY,RRC,SON,TRGP
2016-07-01,274.72088623046875,26.280000686645508,22.80669593811035,28.545703887939453,40.94918441772461,12.3100004196167,18.8569278717041,93.98690032958984,23.520000457763672,32.75956344604492,29.431978225708008,60.28083038330078,42.7972297668457,39.71512222290039,29.136274337768555
2016-08-01,277.3521423339844,25.850000381469727,23.406871795654297,27.371862411499023,36.484161376953125,18.110000610351562,16.7463321685791,107.43319702148438,26.790000915527344,29.90594482421875,26.598295211791992,58.62385940551758,37.6400032043457,40.19850158691406,25.820573806762695
2016-09-01,297.5256652832031,25.760000228881836,22.584821701049805,33.30967330932617,37.047462463378906,18.200000762939453,19.17524528503418,113.71532440185547,26.770000457763672,31.427875518798828,29.60634994506836,61.2128791809082,37.59189224243164,41.343284606933594,30.336380004882812
2016-10-01,314.201171875,27.219999313354492,20.89820671081543,33.737667083740234,38.0338134765625,18.850000381469727,20.676883697509766,109.6285171508789,27.709999084472656,34.44770050048828,32.052127838134766,58.581233978271484,37.6485710144043,40.60101318359375,34.3410758972168
2016-11-01,299.3785705566406,25.93000030517578,19.703521728515625,28.76861572265625,33.582332611083984,15.8100004196167,22.489913940429688,94.49651336669922,27.010000228881836,30.41798973083496,30.83822250366211,55.5081787109375,31.362577438354492,39.7150764465332,31.38133430480957
2016-12-01,326.8760070800781,25.059999465942383,15.88228702545166,36.52368927001953,37.18320846557617,13.640000343322754,24.012304306030273,98.91152954101562,27.510000228881836,35.861793518066406,34.55963134765625,57.33431625366211,35.22273635864258,43.23202896118164,37.04610824584961
2017-01-01,339.0728759765625,23.68000030517578,16.511415481567383,35.980812072753906,33.101680755615234,13.40999984741211,25.181785583496094,100.7115249633789,27.399999618530273,36.071685791015625,37.30942153930664,58.77318572998047,31.399131774902344,42.87826156616211,41.41792678833008
2017-02-01,321.99725341796875,24.649999618530273,16.750198364257812,34.80387496948242,31.40190315246582,19.010000228881836,23.327224731445312,102.22628784179688,28.469999313354492,36.77766418457031,34.676822662353516,54.98345184326172,30.638235092163086,44.24509048461914,42.84823989868164
2017-03-01,296.627685546875,24.469999313354492,17.24502182006836,34.10840606689453,31.546037673950195,22.149999618530273,22.967391967773438,115.60333251953125,28.829999923706055,39.82099914550781,35.56942367553711,53.86930465698242,26.90116310119629,44.03403854370117,41.5566291809082
2017-04-01,310.9866027832031,22.739999771118164,15.793839454650879,32.16929626464844,31.478839874267578,22.940000534057617,22.462230682373047,107.19349670410156,30.670000076293945,37.90591049194336,35.5180549621582,52.45233154296875,27.537588119506836,42.471519470214844,43.167518615722656
2017-05-01,290.97021484375,21.479999542236328,16.132150650024414,30.087451934814453,30.036712646484375,31.420000076293945,20.80143928527832,114.62957000732422,32.29999923706055,32.72823715209961,34.43608474731445,50.049442291259766,25.571308135986328,42.374366760253906,41.20122146606445
2017-06-01,229.17184448242188,20.6200008392334,17.316070556640625,26.229883193969727,29.04939842224121,38.2400016784668,20.365478515625,116.40486907958984,34.77000045776367,31.180665969848633,32.766902923583984,49.794334411621094,22.30380630493164,42.119441986083984,33.82542037963867
2017-07-01,226.72866821289062,21.770000457763672,17.154739379882812,25.13554573059082,30.900856018066406,34.43000030517578,19.514324188232422,123.3299560546875,34.52000045776367,32.43131637573242,33.7931022644043,51.04072952270508,22.660715103149414,42.07049560546875,33.20585632324219
2017-08-01,203.2739715576172,20.299999237060547,18.131681442260742,25.28890609741211,33.06263732910156,38.0,19.54892349243164,124.7110366821289,37.540000915527344,30.49883460998535,36.8457145690918,51.26568603515625,19.583332061767578,39.696533203125,34.75825500488281
2017-09-01,138.28494262695312,19.8799991607666,14.946545600891113,24.621795654296875,32.395442962646484,41.619998931884766,18.213367462158203,121.0117416381836,40.099998474121094,29.35082244873047,35.96577835083008,49.78261947631836,17.21982765197754,40.15370559692383,33.49485778808594
2017-10-01,143.8684844970703,20.31999969482422,15.036856651306152,28.11504364013672,33.81834030151367,47.939998626708984,19.140642166137695,125.1253662109375,42.810001373291016,33.8685417175293,36.762386322021484,54.088558197021484,19.720706939697266,41.92168045043945,35.27714157104492
2017-11-01,131.634765625,19.68000030517578,13.82668399810791,30.020111083984375,32.110862731933594,53.0099983215332,19.20984649658203,129.03184509277344,42.470001220703125,32.632606506347656,35.89994812011719,55.2275276184082,17.798856735229492,42.67000198364258,32.28852081298828
2017-12-01,137.21017456054688,19.389999389648438,15.51082706451416,29.83574867248535,30.83685302734375,57.95000076293945,20.340255737304688,150.37509155273438,44.70000076293945,32.66134262084961,34.79259490966797,59.260353088378906,17.86646270751953,44.57805633544922,33.97174835205078
2018-01-01,150.93121337890625,19.780000686645508,18.085350036621094,32.490989685058594,30.345081329345703,51.790000915527344,22.15522575378418,152.2342529296875,42.650001525878906,35.31174850463867,36.48847579956055,63.11590576171875,17.32766342163086,44.64435577392578,37.73015213012695
2018-02-01,132.30979919433594,19.459999084472656,17.157432556152344,32.4832878112793,27.60149574279785,49.599998474121094,23.19136619567871,155.6658172607422,45.970001220703125,35.91627883911133,40.40046310424805,64.92457580566406,13.469549179077148,44.34606170654297,38.31948471069336
2018-03-01,144.5607147216797,19.489999771118164,17.426719665527344,23.496915817260742,25.966472625732422,43.7599983215332,20.103818893432617,160.12583923339844,42.09000015258789,33.97795867919922,38.21609878540039,55.992103576660156,13.314837455749512,39.62155532836914,35.49116134643555
2018-04-01,138.85887145996094,19.290000915527344,16.18195343017578,23.39354133605957,23.84792709350586,38.79999923706055,20.12200164794922,169.34255981445312,38.16999816894531,34.475059509277344,37.96588134765625,55.832557678222656,13.303520202636719,39.487918853759766,34.01824188232422
2018-05-01,160.93893432617188,19.170000076293945,15.468043327331543,27.902666091918945,26.013092041015625,50.02000045776367,22.887813568115234,169.8765869140625,39.75,37.00208282470703,41.45576858520508,66.11502075195312,13.458436965942383,43.22122573852539,37.2886848449707
2018-06-01,145.237548828125,19.399999618530273,12.111738204956055,31.91080093383789,26.90423583984375,59.540000915527344,22.323148727416992,161.802978515625,43.56999969482422,40.21128845214844,46.95213317871094,73.47071838378906,15.859655380249023,43.4336051940918,38.97418975830078
2018-07-01,154.77149963378906,20.940000534057617,12.813867568969727,33.61571502685547,28.22068214416504,60.5,21.502857208251953,165.20321655273438,49.16999816894531,41.124664306640625,47.2536735534668,71.88331604003906,16.21805191040039,44.14067077636719,38.55879592895508
2018-08-01,157.7195587158203,20.010000228881836,12.34270191192627,33.56938552856445,25.49968147277832,59.119998931884766,22.617610931396484,168.7322998046875,49.119998931884766,45.61710739135742,46.68485641479492,71.98784637451172,14.909363746643066,47.3981819152832,41.9426155090332
2018-09-01,189.16519165039062,17.889999389648438,11.231204986572266,32.704471588134766,25.566680908203125,77.5999984741211,21.286081314086914,148.63829040527344,50.310001373291016,44.66474914550781,45.57524490356445,69.05224609375,15.374674797058105,47.45909118652344,44.219017028808594
2018-10-01,196.7860107421875,17.959999084472656,11.762914657592773,31.10346794128418,22.844064712524414,79.19999694824219,21.98340606689453,141.5404510498047,54.099998474121094,42.355224609375,47.829715728759766,73.1502456665039,16.539993286132812,47.086002349853516,46.82061767578125
2018-11-01,190.64263916015625,16.469999313354492,10.205098152160645,25.42437744140625,18.08855438232422,73.30999755859375,18.679912567138672,136.61358642578125,53.189998626708984,35.16117858886719,44.957862854003906,60.14458465576172,16.03525161743164,46.85704803466797,43.540321350097656
2018-12-01,140.90115356445312,13.270000457763672,8.018668174743652,22.259870529174805,18.046405792236328,82.66000366210938,17.392541885375977,141.48341369628906,55.439998626708984,31.665294647216797,44.11080551147461,62.75803756713867,14.394840240478516,49.58272933959961,38.590309143066406
2019-01-01,127.8974838256836,9.760000228881836,6.579661846160889,18.010812759399414,18.991195678710938,64.13999938964844,14.014594078063965,127.38578033447266,48.310001373291016,24.944007873535156,38.24810791015625,55.19451904296875,9.682581901550293,44.637264251708984,30.412012100219727
2019-02-01,140.79635620117188,10.210000038146973,7.138223171234131,20.959583282470703,18.76215362548828,89.4000015258789,16.408191680908203,142.66650390625,52.77000045776367,28.850549697875977,46.44245910644531,60.571533203125,10.64500617980957,49.17274856567383,36.86716079711914
2019-03-01,158.75559997558594,9.149999618530273,10.608198165893555,23.396207809448242,18.629009246826172,92.30000305175781,15.834579467773438,163.2760772705078,61.040000915527344,27.77022361755371,46.94850540161133,60.13532257080078,10.635284423828125,50.01417922973633,35.2693977355957
2019-04-01,148.9354248046875,8.720000267028809,10.799680709838867,24.541780471801758,19.642179489135742,90.25,17.349355697631836,154.6564483642578,64.4800033569336,26.323692321777344,50.1416015625,60.5240364074707,10.849787712097168,53.402931213378906,35.827335357666016
2019-05-01,146.1534423828125,7.130000114440918,10.378417015075684,24.77521324157715,19.192947387695312,97.22000122070312,16.929157257080078,151.99203491210938,63.720001220703125,24.081729888916016,48.77205276489258,51.78507995605469,8.794755935668945,53.936187744140625,34.4599723815918
2019-06-01,118.2342529296875,6.699999809265137,12.044325828552246,19.84973907470703,17.631637573242188,100.94999694824219,15.10072135925293,126.78208923339844,60.06999969482422,20.506193161010742,46.02961349487305,44.433555603027344,7.8987226486206055,53.97706985473633,34.088314056396484
2019-07-01,92.2698974609375,5.389999866485596,11.203964233398438,22.5672664642334,15.382211685180664,115.98999786376953,18.539216995239258,140.75485229492188,67.16000366210938,21.53464126586914,50.22266387939453,45.57282638549805,6.59419584274292,56.999359130859375,34.55504608154297
2019-08-01,112.07756042480469,4.510000228881836,10.51761245727539,19.64679718017578,13.132791519165039,115.02999877929688,19.140953063964844,146.18038940429688,71.25,21.73807716369629,51.2330207824707,48.67631912231445,5.031126976013184,51.127952575683594,33.06822967529297
2019-09-01,113.47106170654297,3.2200000286102295,8.80656623840332,17.249513626098633,9.614391326904297,118.06999969482422,17.618391036987305,131.68899536132812,68.45999908447266,19.975006103515625,51.60576629638672,39.07288360595703,3.604827404022217,49.07893753051758,31.130325317382812
2019-10-01,105.88343048095703,2.890000104904175,10.377840995788574,18.134796142578125,9.787104606628418,89.18000030517578,16.73242950439453,135.0600128173828,66.23999786376953,20.24961280822754,53.14057540893555,40.77942657470703,3.4533841609954834,50.58811950683594,35.09461212158203
2019-11-01,95.91324615478516,2.6700000762939453,11.425414085388184,16.590906143188477,10.132532119750977,89.98999786376953,14.77323055267334,149.9403533935547,66.0199966430664,22.47260284423828,52.02434539794922,39.400543212890625,4.1695685386657715,50.43109130859375,36.31424331665039
2019-12-01,86.64713287353516,1.9600000381469727,11.454566955566406,17.108150482177734,8.120969772338867,80.9800033569336,13.672344207763672,165.9600067138672,69.01000213623047,22.37552833557129,52.44646453857422,36.037193298339844,3.296412229537964,52.87961959838867,33.07303237915039
2020-01-01,74.55451202392578,2.5899999141693115,10.930307388305664,20.289569854736328,9.968395233154297,95.58000183105469,15.462943077087402,175.32000732421875,71.88999938964844,24.574874877929688,56.067813873291016,40.490718841552734,4.347853660583496,53.503597259521484,36.76692581176758
2020-02-01,64.4606704711914,1.7400000095367432,10.445615768432617,16.662776947021484,5.676982402801514,94.55999755859375,12.316710472106934,173.4600067138672,68.5999984741211,20.30394172668457,55.811309814453125,38.11338806152344,2.9675827026367188,50.79677200317383,33.911216735839844
2020-03-01,61.062744140625,1.4700000286102295,9.300000190734863,12.831440925598145,5.883606433868408,77.43000030517578,10.932076454162598,149.64999389648438,57.959999084472656,19.28242301940918,51.83014678955078,31.333236694335938,2.592937707901001,44.9114990234375,31.453205108642578
2020-04-01,26.200000762939453,0.6700000166893005,4.460000038146973,5.39962911605835,7.064199924468994,55.880001068115234,4.8557963371276855,94.36000061035156,38.880001068115234,9.140007019042969,14.395180702209473,10.522500991821289,2.238010883331299,40.2874755859375,5.463266849517822
2020-05-01,45.70000076293945,2.799999952316284,5.179999828338623,8.866844177246094,13.905829429626465,75.6500015258789,6.121561527252197,101.08000183105469,41.16999816894531,11.437227249145508,21.640939712524414,14.93137264251709,5.9746012687683105,43.20185470581055,11.0447416305542
2020-06-01,53.099998474121094,3.180000066757202,4.389999866485596,9.304219245910645,12.454278945922852,85.37000274658203,5.810672283172607,102.4800033569336,50.65999984741211,12.219261169433594,29.541357040405273,13.530333518981934,6.142206192016602,46.8673210144043,17.104856491088867
2020-07-01,45.70000076293945,2.630000114440918,4.320000171661377,8.907392501831055,11.070469856262207,87.41999816894531,5.114871501922607,102.66000366210938,46.02000045776367,11.544756889343262,24.925033569335938,17.067228317260742,5.540802955627441,46.375587463378906,17.9465389251709
2020-08-01,41.099998474121094,3.4000000953674316,3.680000066757202,8.506160736083984,15.183189392089844,95.08000183105469,5.966116905212402,93.91999816894531,46.66999816894531,11.32969856262207,22.50495147705078,14.94975757598877,7.108396053314209,46.733211517333984,17.664794921875
2020-09-01,60.70000076293945,3.130000114440918,3.5899999141693115,8.940743446350098,15.096097946166992,73.7300033569336,5.692237377166748,102.55999755859375,57.20000076293945,11.671836853027344,21.728641510009766,12.234292984008789,7.364731311798096,48.64115524291992,15.95378589630127
2020-10-01,46.5,2.700000047683716,2.8499999046325684,7.551092147827148,12.270418167114258,105.20999908447266,4.6411356925964355,96.5,53.7400016784668,8.465503692626953,20.22404670715332,9.498714447021484,6.398542404174805,46.495750427246094,12.7667875289917
2020-11-01,21.5,3.640000104904175,3.049999952316284,7.824923992156982,14.970297813415527,121.88999938964844,4.411669731140137,117.81999969482422,50.22999954223633,8.905397415161133,24.135637283325195,9.469276428222656,6.497133731842041,45.819679260253906,15.204150199890137
2020-12-01,41.5,3.859999895095825,6.96999979019165,11.6170654296875,14.012275695800781,123.2300033569336,6.3806352615356445,133.91000366210938,68.11000061035156,12.414767265319824,30.11380958557129,14.846647262573242,7.167550563812256,53.50958251953125,22.33789825439453
2021-01-01,20.100000381469727,5.650000095367432,6.760000228881836,13.478896141052246,12.976838111877441,128.77000427246094,7.283696174621582,142.3300018310547,70.66999816894531,13.578042030334473,30.964298248291016,17.132158279418945,7.0295233726501465,53.0733642578125,24.750505447387695
2021-02-01,133.0,7.21999979019165,6.559999942779541,14.005352020263672,16.460552215576172,138.38999938964844,7.935082912445068,151.22000122070312,67.55999755859375,12.375666618347168,33.79548263549805,20.018606185913086,9.484434127807617,52.91886901855469,26.58614730834961
2021-03-01,91.80000305175781,9.800000190734863,8.069999694824219,18.718366622924805,17.844364166259766,140.2100067138672,8.376605033874512,178.9199981689453,92.86000061035156,15.288739204406738,40.08674240112305,27.136547088623047,9.888655662536621,55.90010452270508,30.441137313842773
2021-04-01,93.5999984741211,10.859999656677246,8.970000267028809,19.879613876342773,18.347564697265625,132.5800018310547,7.938873291015625,184.52000427246094,88.06999969482422,13.87130355834961,43.36326599121094,26.890316009521484,10.904142379760742,58.59165954589844,30.47911834716797
2021-05-01,97.0999984741211,9.789999961853027,10.25,19.98112678527832,19.112045288085938,125.52999877929688,7.779697895050049,191.4499969482422,82.1500015258789,15.542898178100586,45.3509635925293,25.67249298095703,10.68724250793457,60.49589538574219,33.84342575073242
2021-06-01,320.3999938964844,13.449999809265137,9.050000190734863,25.547420501708984,21.06679916381836,108.37000274658203,8.923770904541016,204.9499969482422,91.97000122070312,16.57908821105957,46.254207611083984,27.96082305908203,14.552001953125,62.65143585205078,37.97624588012695
2021-07-01,542.2000122070312,15.0600004196167,9.3100004196167,25.641023635864258,21.424848556518555,124.05000305175781,9.311760902404785,199.1199951171875,88.58999633789062,15.288739204406738,48.97249984741211,32.28337097167969,16.582971572875977,61.44429397583008,42.642337799072266
2021-08-01,352.0,13.050000190734863,8.529999732971191,21.815410614013672,16.954078674316406,108.4000015258789,7.123098850250244,218.47999572753906,79.12000274658203,13.3532075881958,44.95372009277344,25.337434768676758,14.502705574035645,58.63377380371094,39.63997268676758
2021-09-01,436.8999938964844,14.680000305175781,9.729999542236328,24.168975830078125,18.14434814453125,105.77999877929688,6.546088218688965,246.10000610351562,86.36000061035156,12.668929100036621,45.59279251098633,24.639894485473633,15.29143238067627,60.73506546020508,41.797115325927734
2021-10-01,384.6000061035156,19.18000030517578,8.180000305175781,32.05564498901367,19.953947067260742,96.1500015258789,7.779697895050049,258.0199890136719,98.7300033569336,13.177249908447266,52.04475784301758,30.61566734313965,22.725177764892578,55.834678649902344,48.45945739746094
2021-11-01,370.70001220703125,20.3799991607666,8.710000038146973,36.566593170166016,19.953947067260742,97.44000244140625,7.67026424407959,257.7900085449219,104.04000091552734,14.057036399841309,56.963714599609375,34.212886810302734,22.853343963623047,54.28475570678711,53.40568923950195
2021-12-01,285.70001220703125,15.829999923706055,9.3100004196167,35.565128326416016,17.76694679260254,80.27999877929688,5.551241874694824,229.24000549316406,102.83000183105469,11.466552734375,52.08795928955078,28.453405380249023,17.835073471069336,54.32699966430664,48.624515533447266
2022-01-01,265.20001220703125,17.729999542236328,10.65999984741211,40.44060134887695,21.11518096923828,81.5199966430664,6.337170124053955,267.8299865722656,121.13999938964844,14.127030372619629,53.27803421020508,30.537132263183594,18.101268768310547,53.756622314453125,50.90991973876953
2022-02-01,168.60000610351562,20.09000015258789,8.569999694824219,46.6438102722168,21.08615493774414,77.4000015258789,6.824645519256592,252.3300018310547,111.08999633789062,16.89549446105957,55.81501770019531,38.62858963012695,20.092803955078125,53.952980041503906,58.42626953125
2022-03-01,183.1999969482422,23.889999389648438,8.989999771118164,52.58077621459961,23.7683048248291,76.48999786376953,6.456551551818848,245.75999450683594,116.69999694824219,15.923585891723633,57.57418441772461,46.00233459472656,23.43503189086914,53.32168197631836,63.06343460083008
2022-04-01,233.0,31.06999969482422,8.970000267028809,54.456016540527344,35.06846618652344,75.61000061035156,7.809543132781982,236.61000061035156,114.37000274658203,19.89754867553711,64.43941497802734,57.268131256103516,31.10539436340332,60.021053314208984,74.40618133544922
2022-05-01,152.60000610351562,35.15999984741211,8.020000457763672,52.651344299316406,38.3972053527832,57.45000076293945,7.013666152954102,215.88999938964844,104.83999633789062,18.32306671142578,58.43574523925781,57.45537185668945,29.429351806640625,56.930484771728516,71.77727508544922
2022-06-01,128.10000610351562,44.4900016784668,7.039999961853027,69.0107192993164,48.637325286865234,48.47999954223633,8.446244239807129,187.6300048828125,94.51000213623047,19.956592559814453,61.16219711303711,69.39977264404297,34.7433967590332,56.26174545288086,72.5601806640625
2022-07-01,135.3000030517578,30.739999771118164,7.769999980926514,50.55246353149414,33.46990203857422,41.130001068115234,6.60577917098999,181.1699981689453,83.05999755859375,16.66969871520996,51.921539306640625,59.6767578125,25.022342681884766,55.88179397583008,58.96058654785156
2022-08-01,153.6999969482422,39.290000915527344,7.329999923706055,56.47822570800781,41.32219696044922,47.209999084472656,8.058255195617676,189.0399932861328,95.27999877929688,17.784299850463867,54.94080352783203,64.4062728881836,31.76595115661621,60.7262077331543,66.4817886352539
2022-09-01,85.80000305175781,38.869998931884766,7.46999979019165,62.52323913574219,45.38984298706055,36.2400016784668,7.988614559173584,171.66000366210938,90.19999694824219,16.827516555786133,55.31252670288086,67.53623962402344,31.50961685180664,60.08234786987305,65.72389221191406
2022-10-01,68.80000305175781,31.09000015258789,6.519999980926514,61.30624771118164,40.92044448852539,33.29999923706055,8.883977890014648,157.9600067138672,78.36000061035156,16.963544845581055,49.76454544067383,63.37856674194336,26.03499984741211,55.33320617675781,61.195899963378906
2022-11-01,61.5,36.040000915527344,6.889999866485596,72.53900146484375,39.9403190612793,34.79999923706055,10.624958038330078,161.89999389648438,79.43000030517578,22.25537872314453,56.70210647583008,73.01496124267578,27.913000106811523,56.10877227783203,66.9043960571289
2022-12-01,81.69999694824219,35.349998474121094,7.940000057220459,64.07455444335938,40.833656311035156,46.0,12.385834693908691,167.94000244140625,73.55000305175781,22.00809669494629,63.442909240722656,68.06814575195312,27.665891647338867,59.79006576538086,73.20414733886719
2023-01-01,39.29999923706055,28.420000076293945,8.770000457763672,55.72502517700195,31.29399871826172,48.20000076293945,11.490473747253418,162.5,68.86000061035156,19.682598114013672,60.365177154541016,60.52408218383789,23.108783721923828,58.2547607421875,69.00431060791016
2023-02-01,57.099998474121094,27.920000076293945,10.25,59.33967208862305,31.107139587402344,68.11000061035156,13.858208656311035,179.47999572753906,81.31999969482422,24.065322875976562,65.32183074951172,62.952980041503906,24.119979858398438,59.0948371887207,73.18270874023438
2023-03-01,65.69999694824219,26.469999313354492,11.3100004196167,52.48430633544922,32.904598236083984,62.45000076293945,15.34052848815918,175.39999389648438,72.01000213623047,22.032609939575195,63.330787658691406,59.19562911987305,26.687623977661133,58.30738830566406,74.86066436767578
2023-04-01,51.099998474121094,23.68000030517578,12.119999885559082,52.039913177490234,31.422409057617188,66.73999786376953,14.027332305908203,145.3300018310547,69.30999755859375,18.931900024414062,62.27782440185547,64.80619812011719,26.642858505249023,59.13478469848633,73.99714660644531
2023-05-01,56.5,22.040000915527344,11.8100004196167,51.971580505371094,33.86308288574219,63.40999984741211,13.49011516571045,138.82000732421875,68.4000015258789,16.625072479248047,63.52272415161133,60.81919479370117,25.96659278869629,60.47809600830078,74.48806762695312
2023-06-01,45.5,20.15999984741211,10.989999771118164,45.66548538208008,34.8450927734375,83.83999633789062,13.947744369506836,141.97000122070312,81.12999725341797,14.725915908813477,55.28487777709961,57.786685943603516,26.94120979309082,58.16054153442383,67.96788787841797
2023-07-01,44.400001525878906,23.1200008392334,12.420000076293945,48.357608795166016,40.38457107543945,93.36000061035156,16.693519592285156,155.4600067138672,91.75,16.210269927978516,60.61811065673828,59.04745864868164,29.25848388671875,58.641605377197266,76.0785903930664
2023-08-01,49.29999923706055,27.1200008392334,11.710000038146973,53.16068649291992,41.36738204956055,96.44000244140625,17.80774688720703,165.60000610351562,87.0999984741211,20.350122451782227,65.6305923461914,62.46804428100586,31.403242111206055,58.621971130371094,81.12647247314453
